PanoramaId,n_cameras_median,attached_street_median,attached_building_median,attached_unknown_median,type_dome_median,type_bullet_median,type_unknown_median,n_cameras_agreement,attached_street_agreement,attached_building_agreement,attached_unknown_agreement,type_dome_agreement,type_bullet_agreement,type_unknown_agreement,Lat,Long,geometry_pano,BoroName,URL,ImageDate
-694MYTbjy9EXcMHPlP6lw,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.67575133866482,-73.95975884133387,POINT (-73.95975884133387 40.67575133866482),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-694MYTbjy9EXcMHPlP6lw,2020-11
-69ZRcn2DkvYIoHco3Jabw,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.73933111515282,-73.87117614017046,POINT (-73.87117614017046 40.73933111515282),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-69ZRcn2DkvYIoHco3Jabw,2020-11
-69ovSt5ryxXguPZCZzxRw,2,0,2,0,0,0,0,All disagree,2 vs 1,All disagree,2 vs 1,Unanimous,2 vs 1,Unanimous,40.59445474642274,-73.77123005544469,POINT (-73.77123005544469 40.59445474642274),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-69ovSt5ryxXguPZCZzxRw,2019-07
-6NYm7MpqO9KrU-FXFUDPw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.66154125442547,-73.86001787902669,POINT (-73.86001787902669 40.66154125442547),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-6NYm7MpqO9KrU-FXFUDPw,2020-11
-6QBJSg8W_SUpsIc7uakqg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.5958758241554,-73.98408148736365,POINT (-73.98408148736365 40.5958758241554),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-6QBJSg8W_SUpsIc7uakqg,2019-11
-6THRs9B46guhYW17txkmA,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.81922515446999,-73.92598626813688,POINT (-73.92598626813688 40.81922515446999),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-6THRs9B46guhYW17txkmA,2019-09
-6xfIHOB_3ZzXNX_8omiOg,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.78653384924971,-73.95657212826374,POINT (-73.95657212826374 40.78653384924971),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-6xfIHOB_3ZzXNX_8omiOg,2019-05
-72HqgQOQH5wh0mOC6QM3g,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.7673521,-73.7906953,POINT (-73.7906953 40.7673521),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-72HqgQOQH5wh0mOC6QM3g,2019-06
-7CJ_OiU2Go2451Z0TdUNw,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.73983733189353,-73.93492580641761,POINT (-73.93492580641761 40.73983733189353),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7CJ_OiU2Go2451Z0TdUNw,2020-11
-7F8yNuSXaz4RTBFvlXpHw,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.74666885353674,-73.87487388582475,POINT (-73.87487388582475 40.74666885353674),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7F8yNuSXaz4RTBFvlXpHw,2019-10
-7HKLkp47Via14GOKKjMHQ,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,40.59570407787594,-73.75961106205777,POINT (-73.75961106205777 40.59570407787594),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7HKLkp47Via14GOKKjMHQ,2019-07
-7TDd7AB1XADV-4fzg-V6g,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.72434063723918,-73.76921815379153,POINT (-73.76921815379153 40.72434063723918),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7TDd7AB1XADV-4fzg-V6g,2019-08
-7eZ0TRIrx6sEZp1gKK50w,4,0,2,0,0,0,0,All disagree,2 vs 1,All disagree,2 vs 1,Unanimous,2 vs 1,Unanimous,40.87121080398298,-73.86239707990671,POINT (-73.86239707990671 40.87121080398298),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7eZ0TRIrx6sEZp1gKK50w,2019-10
-7f8NCaeUJ3AADYtVrTqig,3,0,3,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.60466946536163,-73.96172015222537,POINT (-73.96172015222537 40.60466946536163),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7f8NCaeUJ3AADYtVrTqig,2018-06
-7xvTRO1nM3CohMv2RX1xQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.82847980014715,-73.88106471790331,POINT (-73.88106471790331 40.82847980014715),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-7xvTRO1nM3CohMv2RX1xQ,2019-11
-8A396PODxvsYd9drCkSZQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.90671537657954,-73.90310919890125,POINT (-73.90310919890125 40.90671537657954),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-8A396PODxvsYd9drCkSZQ,2019-10
-8CsUV8z36lXmFrGYw40lw,4,0,4,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.81909300619693,-73.94094058077695,POINT (-73.94094058077695 40.81909300619693),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-8CsUV8z36lXmFrGYw40lw,2019-08
-8EgNQHwRGe13hJP7AX6IQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.67912484825727,-74.00555416599762,POINT (-74.00555416599762 40.67912484825727),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-8EgNQHwRGe13hJP7AX6IQ,2013-10
-8GY1j6l3yq7rjp_NQiwzA,4,0,4,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.78258969464441,-73.82156631508124,POINT (-73.82156631508124 40.78258969464441),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-8GY1j6l3yq7rjp_NQiwzA,2019-08
-8WU3_hsyuv4DYoSqsgGfQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72262121366777,-73.89051208750651,POINT (-73.89051208750651 40.72262121366777),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-8WU3_hsyuv4DYoSqsgGfQ,2020-11
-8WpRDWsGEc3E1HiwaNgJg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.55613470887329,-74.12950959511039,POINT (-74.12950959511039 40.55613470887329),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-8WpRDWsGEc3E1HiwaNgJg,2018-07
-9-U0xwXYBQIb4D83yaraA,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.71728715886098,-73.9540643981429,POINT (-73.9540643981429 40.71728715886098),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9-U0xwXYBQIb4D83yaraA,2020-11
-95lDs6yiRW8E1UGDw5TpA,1,1,0,0,1,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.71993668557314,-73.75314966712737,POINT (-73.75314966712737 40.71993668557314),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-95lDs6yiRW8E1UGDw5TpA,2013-09
-9G8ppjZLyX18WTMxf8ZOw,1,1,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,2 vs 1,Unanimous,40.77109020163994,-73.86616056929297,POINT (-73.86616056929297 40.77109020163994),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9G8ppjZLyX18WTMxf8ZOw,2016-07
-9LT1Y4p4FudwwYYWaPJgQ,1,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,40.57824226730043,-73.93974672873964,POINT (-73.93974672873964 40.57824226730043),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9LT1Y4p4FudwwYYWaPJgQ,2011-08
-9SMQmd6I_3QkzFxtbiZ4Q,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68717247165414,-73.82177740320967,POINT (-73.82177740320967 40.68717247165414),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9SMQmd6I_3QkzFxtbiZ4Q,2020-11
-9eX21ENMSUXLsjsNlxwwQ,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.85874537725454,-73.89728730534813,POINT (-73.89728730534813 40.85874537725454),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9eX21ENMSUXLsjsNlxwwQ,2019-08
-9h4xD4UafKTMGDpl9hzGA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.67139137345001,-73.99098891615802,POINT (-73.99098891615802 40.67139137345001),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9h4xD4UafKTMGDpl9hzGA,2013-01
-9hwcLJ8xK7VMF0rdvHEIw,3,0,3,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.76617912009264,-73.9794563428191,POINT (-73.9794563428191 40.76617912009264),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9hwcLJ8xK7VMF0rdvHEIw,2019-06
-9sNJk8jncev2EUFDPtxQQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.8580051,-73.8685578,POINT (-73.8685578 40.8580051),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9sNJk8jncev2EUFDPtxQQ,2014-09
-9t4CSO0VPwFz0RER_iBdQ,1,0,1,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.76031108709468,-73.9736293803554,POINT (-73.9736293803554 40.76031108709468),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-9t4CSO0VPwFz0RER_iBdQ,2019-06
-A165-mY4_owjc7qo3GwiA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.54477339036522,-74.14986645223074,POINT (-74.14986645223074 40.54477339036522),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-A165-mY4_owjc7qo3GwiA,2019-09
-A4CaIWd00r8h_uZCI-6IA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61262898159737,-74.1501781373752,POINT (-74.1501781373752 40.61262898159737),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-A4CaIWd00r8h_uZCI-6IA,2019-09
-A7iKs_1vIr-gywN5R4mWQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60900933211481,-73.92814543999023,POINT (-73.92814543999023 40.60900933211481),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-A7iKs_1vIr-gywN5R4mWQ,2013-09
-AB44X2vTkHBBpfm_pJSMg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.54176228923252,-74.14768971072453,POINT (-74.14768971072453 40.54176228923252),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-AB44X2vTkHBBpfm_pJSMg,2019-09
-ADN5JJKZaHI0HsDl1pkqg,4,0,4,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.665798,-73.9193424,POINT (-73.9193424 40.665798),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-ADN5JJKZaHI0HsDl1pkqg,2019-05
-AN2DBUfngZpD-0yFWNTwg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.83020203736822,-73.83264125151325,POINT (-73.83264125151325 40.83020203736822),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-AN2DBUfngZpD-0yFWNTwg,2019-11
-AYMQrt8--b2vyr4jZhY4A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72104533855259,-73.83834218290723,POINT (-73.83834218290723 40.72104533855259),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-AYMQrt8--b2vyr4jZhY4A,2019-08
-AdXUqQatacefQY9CbAPkQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.80113244795476,-73.96529665990062,POINT (-73.96529665990062 40.80113244795476),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-AdXUqQatacefQY9CbAPkQ,2019-07
-Ar4N1GEotx-XgW7gqC2DA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.57757500648811,-74.11194970571503,POINT (-74.11194970571503 40.57757500648811),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-Ar4N1GEotx-XgW7gqC2DA,2018-06
-B8vV8nG3WQNBjVkoveP5A,1,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,40.60661496659262,-73.75011670125646,POINT (-73.75011670125646 40.60661496659262),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-B8vV8nG3WQNBjVkoveP5A,2020-11
-BENVroDU9NyUoaynXEWqA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61165766871798,-73.97460445250645,POINT (-73.97460445250645 40.61165766871798),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BENVroDU9NyUoaynXEWqA,2019-11
-BElnzhB3_HO1PabnFCAHg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.67670793985895,-73.79493716470547,POINT (-73.79493716470547 40.67670793985895),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BElnzhB3_HO1PabnFCAHg,2018-07
-BKr15HToOjZxL94GBhEYg,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.72245243264804,-73.90850166304737,POINT (-73.90850166304737 40.72245243264804),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BKr15HToOjZxL94GBhEYg,2018-07
-BUkaeS6vchqRUt0xrDVlg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.68329696533652,-73.818713922942,POINT (-73.818713922942 40.68329696533652),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BUkaeS6vchqRUt0xrDVlg,2019-08
-BVEyeFMZNAdfcPq6BdpLA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.77258395418376,-73.74734661474169,POINT (-73.74734661474169 40.77258395418376),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BVEyeFMZNAdfcPq6BdpLA,2020-11
-BZU9tGvuZxvhqU07W4CNg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.76898740518084,-73.7799234480089,POINT (-73.7799234480089 40.76898740518084),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BZU9tGvuZxvhqU07W4CNg,2019-06
-BpmseoAIPmuGAWddYrXbA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.74286660432402,-73.81434260381482,POINT (-73.81434260381482 40.74286660432402),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-BpmseoAIPmuGAWddYrXbA,2019-11
-CCFZBr952q-bEfDApRcLA,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.76748405607224,-73.73694341862108,POINT (-73.73694341862108 40.76748405607224),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CCFZBr952q-bEfDApRcLA,2018-06
-CGnu6Ml6_MiNPmcMHetJA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.67866675677581,-74.00389224379745,POINT (-74.00389224379745 40.67866675677581),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CGnu6Ml6_MiNPmcMHetJA,2014-09
-CGqwkFcut3eUw_pl6C3Zw,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.64495911056378,-73.98104681733945,POINT (-73.98104681733945 40.64495911056378),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CGqwkFcut3eUw_pl6C3Zw,2020-11
-CJauI5ZCSZTxygP8y_jWg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.7614263837022,-73.80099536343577,POINT (-73.80099536343577 40.7614263837022),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CJauI5ZCSZTxygP8y_jWg,2017-12
-CTJ3fn_OABC52fP39Rr0g,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.75349362282508,-73.74168606210326,POINT (-73.74168606210326 40.75349362282508),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CTJ3fn_OABC52fP39Rr0g,2018-07
-CbduE_XpjXMFmPOJDrmMQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,40.62198407790458,-73.91230096856906,POINT (-73.91230096856906 40.62198407790458),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CbduE_XpjXMFmPOJDrmMQ,2016-06
-CrQ916WUGI7Er64ag_sSQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.56009778766659,-74.17927701616095,POINT (-74.17927701616095 40.56009778766659),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CrQ916WUGI7Er64ag_sSQ,2019-09
-CzgSUOasBdLFivPmadtYQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63455121820681,-73.9410589764415,POINT (-73.9410589764415 40.63455121820681),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-CzgSUOasBdLFivPmadtYQ,2020-11
-D6QSql7r9NQueLb5cKjfw,1,0,1,0,0,0,0,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.83850003262022,-73.9398094088713,POINT (-73.9398094088713 40.83850003262022),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-D6QSql7r9NQueLb5cKjfw,2019-09
-DEcwk7VxwKSrwFoGuM7SQ,1,1,0,0,1,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.66622197942695,-73.82322189692881,POINT (-73.82322189692881 40.66622197942695),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-DEcwk7VxwKSrwFoGuM7SQ,2019-11
-DKHGvYo-aezhe8OFKOXRw,2,0,2,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,40.78678750756813,-73.80606527400946,POINT (-73.80606527400946 40.78678750756813),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-DKHGvYo-aezhe8OFKOXRw,2019-06
-DSykymiX1UUtKXmqnB_nQ,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.77432042157555,-73.81375212668264,POINT (-73.81375212668264 40.77432042157555),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-DSykymiX1UUtKXmqnB_nQ,2019-05
-DTG87uzyhO7mVjdhLRuTQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,40.63006282821718,-74.03724529038067,POINT (-74.03724529038067 40.63006282821718),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-DTG87uzyhO7mVjdhLRuTQ,2017-09
-DhvOoxoOMBidjUKHvDs1A,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.69092792943173,-73.95541095414697,POINT (-73.95541095414697 40.69092792943173),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-DhvOoxoOMBidjUKHvDs1A,2020-11
-Diz-3s3W_68uT8IHDOkpA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,2 vs 1,Unanimous,40.72626113771377,-73.8893025196759,POINT (-73.8893025196759 40.72626113771377),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-Diz-3s3W_68uT8IHDOkpA,2020-11
-Dt6nouUvWxHW6Mwutgjlw,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.87835574663075,-73.86802144470076,POINT (-73.86802144470076 40.87835574663075),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-Dt6nouUvWxHW6Mwutgjlw,2019-09
-DwDPG2cLz5sZksGn6LaBg,2,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,40.73027686222103,-73.84825550910212,POINT (-73.84825550910212 40.73027686222103),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-DwDPG2cLz5sZksGn6LaBg,2019-10
-ECY0Fw7yl_fbrcBaN677Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.57810192882338,-74.0792027929125,POINT (-74.0792027929125 40.57810192882338),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-ECY0Fw7yl_fbrcBaN677Q,2018-08
-ETUkSMECGODHSDEulYbOA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,Unanimous,40.60628651917553,-74.12191210647929,POINT (-74.12191210647929 40.60628651917553),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-ETUkSMECGODHSDEulYbOA,2018-06
-EYP4pMFkKLRxKJ2dLRDIA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.85632879761488,-73.85790075636473,POINT (-73.85790075636473 40.85632879761488),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-EYP4pMFkKLRxKJ2dLRDIA,2018-05
-EbRpgXj_7VZVtINYJwtwQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.627086176703,-73.94404691820871,POINT (-73.94404691820871 40.627086176703),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-EbRpgXj_7VZVtINYJwtwQ,2020-11
-EeyDBAr8ZBOGgFQaWGyLg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.80875486533797,-73.92991520566494,POINT (-73.92991520566494 40.80875486533797),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=-EeyDBAr8ZBOGgFQaWGyLg,2019-08
-EjJi4Ow1Goq83kSIuaCZg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.77619511832582,-73.79298512337532,POINT (-73.79298512337532 40.77619511832582),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-EjJi4Ow1Goq83kSIuaCZg,2019-06
-EvOUq2eVfQ5DwMqC5O32w,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.7524857,-73.7488038,POINT (-73.7488038 40.7524857),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-EvOUq2eVfQ5DwMqC5O32w,2019-06
-ExDZ3vsNFZDT_eUs_EHDQ,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.65900093634777,-73.94542898151565,POINT (-73.94542898151565 40.65900093634777),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=-ExDZ3vsNFZDT_eUs_EHDQ,2020-11
-F9GdPMm8GuY7SxWpSw6GQ,1,1,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,2 vs 1,2 vs 1,2 vs 1,40.75391472144928,-73.93874836433841,POINT (-73.93874836433841 40.75391472144928),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=-F9GdPMm8GuY7SxWpSw6GQ,2020-11
-FJM4zSdgptUObCEzrbdxA,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.767852871755,-73.98956257798113,POINT (-73.98956257798113 40.767852871755),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=-FJM4zSdgptUObCEzrbdxA,2019-06
-FW3QNyM2jLgaTOJGiMCJA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.55157409979639,-74.20948702959309,POINT (-74.20948702959309 40.55157409979639),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-FW3QNyM2jLgaTOJGiMCJA,2019-09
-FbUMx1RjOh6vTg2jeEVuA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.55718177586143,-74.16149229137623,POINT (-74.16149229137623 40.55718177586143),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-FbUMx1RjOh6vTg2jeEVuA,2013-01
-FiRkQ18qJmZFd9CCJbFkA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.53042640902638,-74.20505741441379,POINT (-74.20505741441379 40.53042640902638),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=-FiRkQ18qJmZFd9CCJbFkA,2019-09
